ResponseId,MID,treatment,t1,t2,t3,t4,t1n,t2n,average score,best_tip,best_tips,best_tip_open,post_diff,post_similar,post_age,post_gender,post_edu,post_strategy,post_strategy2,post_prioritize,post_change2,Group #,Dim. 1,Dim. 2 (Advantage),Dim. 3 (Explanation),Dim. 4 (Negative / Positive)
R_1nVjVIN4nGYz5Jh,A3JPYCC2U4D9CZ,b1,45,47,39,39,27,22,36.5,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,"I don't have one, honestly, I'm so mad at how abusive this HIT is, I can't think straight",Extremely difficult,Never,60,Female,Some college,tried to keep everyone busy,Keep all workers busy,by the amount of ticks,the server had to cook,1,,,,
R_1pYB5PQ4vGk5hO1,A3CYHZ9BKS79E5,b1,38,39,39,39,23,28,34.33333333,Server should cook once / Sous-Chef should cook three times,Server should cook once / Sous-Chef should cook three times,Don't let workers sit idle.,Extremely difficult,Never,32,Female,Some college,I just tried to figure out who would get the available job done faster.,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",The sous-chef I tried to give the cooking/harder jobs to while the server I tried to give the easier jobs to.,I still just tried to get the job done the best way/fastest way I thought.,2,,,,N1
R_1pYyF9d1uHGuTVg,A3S8TCGE1CVC1P,b1,50,36,41,45,25,25,37,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,Use the Sous-Chef as much as possible.,Neither easy nor difficult,Never,43,Female,Some college,My strategy was to just try and remember to use the workers for their strengths if possible and to keep the tip is given in mine while working.,Learn who is faster at what first and then assign task to worker who does it the fastest.,The important task I tried to assigned to head person as much as I could and if I needed to I would use the other workers.,"I don't think I really changed my strategy, I used the workers as best that I could.",3,M1,O1,E0,N0
R_1pmS9BGVPbaOvUC,A1CD7O60QAQQRT,b1,37,38,35,41,30,36,36.16666667,Server should chop only in the first tick,"Server and Sous-Chef should chop two times each,Server should chop only in the first tick",DO NOT ALLOW THE SERVER TO COOK,Slightly easy,2-3 times a week,49,Female,4 year degree,it depends on the chef and the server,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",i gave to work to correct person so that it would be easy to complete the task,i worked depending on the worker speed,3,K0,D0,E0,N1
R_1prtTQxmQAPhi7G,A3B2IU7X5LG7ZS,b1,38,38,38,38,29,25,34.33333333,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,don't let server cook,Slightly difficult,Never,28,Female,2 year degree,I tried to play to the strengths of each person.,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","I tried to leave the small things to the server, but every now and then the server would have to cook if the burgers were backed up needing to cook. I tried to make sure someone was doing something all the time.",I found that people needed to be busy and couldn't be idle.,3,K0,D0,E0,N1
R_1reUb4BqExtjyp1,A39HRVAJ5ISRL7,b1,42,44,36,38,34,24,36.33333333,Server shouldn't cook / Sous-Chef should do all cooking,Server should cook three times / Sous-Chef should cook once,Keep your workers busy,Slightly difficult,Once in a while,47,Female,High school graduate,to make sure I assigned the correct task to the right worker,Learn who is faster at what first and then assign task to worker who does it the fastest.,on the workers names...,I focused more on how many ticks it took per worker,2,,,,N0
R_21mhHvzOYV3Bhfz,AYCAZ33HR15BB,b1,39,40,36,41,33,36,37.5,Server should chop three times / Sous-Chef should chop once,"Server should chop three times / Sous-Chef should chop once,Server and Sous-Chef should cook two times each",honestly a helping people,Moderately difficult,Once in a while,35,Male,4 year degree,knowledge power,Assign the same task to the same worker,very much,good,1,,,,
R_22LVmXokbqMDeOj,A34ULM34UAS6GP,b1,38,38,38,40,24,22,33.33333333,Server should do all plating / Sous-Chef shouldn't plate,"Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate",don't allow to chop server,Neither easy nor difficult,Never,29,Male,Some college,no strategy,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",speed of work,I was trying to give tasks in order of worker abilities.,3,C0,D1,E0,N1
R_22XQa8HlwvuRxpb,A37FQI6S9XARBT,b1,48,38,39,39,28,27,36.5,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,remeber to get sou chef to oalte and cook multi taskj,Moderately difficult,Once a month,37,Female,Professional degree,none just learnent to get evefryone to opitcj in,Learn who is faster at what first and then assign task to worker who does it the fastest.,cook cooks waiters serve,i didn the best i could,1,,,,
R_22zzHFIZlLdqZCP,A1SAEC3X9ED9VQ,b1,39,38,38,41,22,20,33,Keep everyone busy at all time / Do not leave anyone idle,"Server and Sous-Chef should chop two times each,Sous-Chef should chop twice before starting to cook,Keep everyone busy at all time / Do not leave anyone idle",Remember that the server can help with kitchen prep as well!,Moderately easy,Once a week,23,Female,4 year degree,Try to experiment early on to develop new strategies,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",By finding out worker strengths and weaknesses and trying to time the execution of tasks to match their skills,"I had to be more aware of how to use two workers as opposed to three, and had to allocate the server to some of the kitchen work in order to make good time in the game",3,M1,O1,E0,N0
R_232jhpmQ1xCQBCw,AZAETRUXGX0UK,b1,39,39,39,40,23,23,33.83333333,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Don't let the sever cook.,Extremely difficult,Never,35,Female,2 year degree,Try to follow the tips,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Gave the majority of cooking to the sous chef when the chef was not there.,Keep them both busy.,3,K0,D0,E0,N1
R_23T1ENJd2RAocGR,A30138050U1RUZ,b1,39,38,41,40,36,34,38,Server should chop once / Sous-Chef should chop three times,Server and Sous-Chef should cook two times each,no,Moderately difficult,Never,38,Male,Professional degree,very development this survey,Assign as many tasks as possible to one worker,no,no,1,,,,
R_246JNCTzUGNnVWu,A1BFAUG4NCIINL,b1,42,38,38,39,28,25,35,Keep everyone busy at all time / Do not leave anyone idle,Server should chop only in the first tick,Keep all workers busy always,Slightly difficult,Never,31,Female,Some college,I didn't have one,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",The chef cooked the server plated,I would pay more attention to having idle workers,2,,,,N0
R_24cIIeO9FX72HXG,A3B4KALRN7KLBA,b1,38,36,38,40,25,21,33,Sous-Chef should chop twice before starting to cook,Server shouldn't cook / Sous-Chef should do all cooking,Keep the sous chef cooking,Slightly easy,Never,33,Female,4 year degree,Following workers best skills. Tips did not align,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",Cooking for the chefs,Using each worker for their skills,3,K4,A0,E0,N0
R_24rdrmCIaS0IZFH,A1CUPSXCPYJKJY,b1,38,38,40,38,21,23,33,Server should cook three times / Sous-Chef should cook once,"Server and Sous-Chef should chop two times each,Server and Sous-Chef should plate two times each",Pay close attention.,Moderately difficult,2-3 times a week,31,Female,High school graduate,Pay attention to the first assignment and then assign it according to strengths.,"Keep all workers busy,Assign as many tasks as possible to one worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","Tasks have to be done in s certain order, so the workers who are starting the line need to be self-starting, and the workers further down need to be attention oriented.",I paid closer attention to the ability numbers after task assignment.,2,,,,N0
R_24uXvB3IAywbV8g,A370G207Z09JD9,b1,41,36,38,40,20,20,32.5,Server should cook once / Sous-Chef should cook three times,Server shouldn't cook / Sous-Chef should do all cooking,Server idling 1 or 2 ticks will be beneficial,Slightly easy,Daily,28,Female,Professional degree,trial and error,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",based on who could do what job the fastest and making sure everyone was doing something,Try to keep everyone busy,3,M1,O1,E0,N0
R_262Qusw1m3BUF5g,AZHGIWRAMK5CD,b1,36,39,37,38,34,24,34.66666667,Keep everyone busy at all time / Do not leave anyone idle,Server should do all plating / Sous-Chef shouldn't plate,dont give them plating,Slightly easy,Once in a while,19,Female,Some college,tick numbers,Learn who is faster at what first and then assign task to worker who does it the fastest.,plating to servers and cooking prioritized for the chefs and sous chefs,strategy stayed the same,1,,,,
R_26nfaDrPO2MZef5,A1G70F4VJOW46H,b1,41,36,39,39,25,21,33.5,Server should do all plating / Sous-Chef shouldn't plate,"Server should chop once / Sous-Chef should chop three times,Server should cook once / Sous-Chef should cook three times,Server should do all plating / Sous-Chef shouldn't plate",use the server first,Moderately difficult,Once a month,28,Female,4 year degree,i tired to used each person to their best ability,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.","chefs cooked, servers plated",i tried to use the server more,3,M1,O1,E0,N0
R_276YcswZxX6IKZ2,AF18OIZ0GWGP2,b1,38,38,38,38,20,20,32,Server should cook once / Sous-Chef should cook three times,Server should cook once / Sous-Chef should cook three times,Server should only cook once.,Slightly difficult,Once in a while,45,Female,4 year degree,To assign to the workers who were faster at each task to that task as much as I could.,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.","I tried to get the workers who used less time for the more lengthy tasks. I sometimes let a worker be idle if the only available task took them a very long time, so that they would be available when other tasks came up.","I tried to have the Sous-Chef cook most, which meant the Server was more idle.",3,K1,D0,E0,N0
